,id,deviceid,speed,lead_speed,servertime,attributes
75,35328126,45,0.0,0.0,2018-04-01 14:01:35,"{""power"":12.89,""distance"":0.0,""totalDistance"":2.112244976E7,""ip"":""43.245.8.102"",""motion"":false,""ignition"":false}"
76,35328129,190,0.0,0.0,2018-04-01 14:01:36,"{""event"":35,""sat"":11,""hdop"":0.7,""odometer"":95995663,""runtime"":""74099602"",""status"":""0000"",""adc1"":10,""adc2"":0,""adc3"":0,""battery"":2618,""power"":992,""distance"":0.0,""totalDistance"":1.231472053E7,""ip"":""43.245.8.52"",""motion"":false,""ignition"":false}"
77,35328134,197,0.0,0.0,2018-04-01 14:01:38,"{""event"":35,""sat"":10,""hdop"":0.8,""odometer"":26277925,""runtime"":""73901853"",""status"":""0000"",""adc1"":13,""adc2"":0,""adc3"":0,""battery"":2654,""power"":938,""distance"":0.0,""totalDistance"":6602876.73,""ip"":""43.245.8.103"",""motion"":false}"
78,35328135,28,0.0,0.0,2018-04-01 14:01:38,"{""status"":4,""ignition"":false,""charge"":true,""blocked"":false,""battery"":6,""rssi"":4,""distance"":0.0,""totalDistance"":2.988315131E7,""ip"":""43.245.8.27"",""motion"":false}"
79,35328136,247,0.0,0.0,2018-04-01 14:01:39,"{""sat"":10,""ignition"":true,""event"":4,""archive"":false,""distance"":26.87,""totalDistance"":3.023154885E7,""ip"":""119.160.96.217"",""motion"":false}"
80,35328137,45,0.0,0.0,2018-04-01 14:01:39,"{""status"":5,""ignition"":false,""charge"":true,""blocked"":false,""battery"":6,""rssi"":4,""distance"":0.0,""totalDistance"":2.112244976E7,""ip"":""43.245.8.102"",""motion"":false}"
81,35328138,182,0.0,0.0,2018-04-01 14:01:39,"{""event"":35,""sat"":10,""hdop"":1.1,""odometer"":33728764,""runtime"":""73166142"",""status"":""0000"",""adc1"":22,""adc2"":0,""adc3"":0,""battery"":2659,""power"":976,""distance"":0.0,""totalDistance"":5631159.31,""ip"":""43.245.8.10"",""motion"":false,""ignition"":false}"
82,35328143,283,0.0,0.0,2018-04-01 14:01:43,"{""event"":35,""sat"":10,""hdop"":1.0,""odometer"":1335655,""runtime"":""1140221"",""status"":""0000"",""adc1"":7,""adc2"":6,""adc3"":0,""battery"":2587,""power"":971,""eventData"":""00000001"",""fuel"":0.0,""distance"":0.59,""totalDistance"":2078942.26,""ip"":""103.228.156.8"",""motion"":false,""ignition"":false}"
83,35328146,49,0.0,0.0,2018-04-01 14:01:46,"{""power"":12.77,""distance"":0.0,""totalDistance"":9881271.26,""ip"":""119.160.65.165"",""motion"":false,""ignition"":false}"
84,35328148,198,0.0,0.0,2018-04-01 14:01:46,"{""event"":35,""sat"":11,""hdop"":0.7,""odometer"":43250034,""runtime"":""76347116"",""status"":""0000"",""adc1"":33,""adc2"":0,""adc3"":0,""battery"":2663,""power"":973,""distance"":0.0,""totalDistance"":9655096.05,""ip"":""103.228.156.86"",""motion"":false,""ignition"":false}"
85,35328152,74,0.0,0.0,2018-04-01 14:01:48,"{""power"":12.66,""distance"":0.0,""totalDistance"":4.541135277E7,""ip"":""119.160.65.121"",""motion"":false,""ignition"":false}"
86,35328157,62,0.0,0.0,2018-04-01 14:01:49,"{""sat"":10,""ignition"":true,""event"":4,""archive"":true,""distance"":46.71,""totalDistance"":3.332407741E7,""ip"":""43.245.8.53"",""motion"":false}"
87,35328158,191,0.0,0.0,2018-04-01 14:01:49,"{""event"":35,""sat"":10,""hdop"":0.7,""odometer"":26517415,""runtime"":""39377385"",""status"":""0000"",""adc1"":18,""adc2"":0,""adc3"":0,""battery"":2654,""power"":959,""distance"":0.0,""totalDistance"":1.111186483E7,""ip"":""43.245.8.23"",""motion"":false,""ignition"":false}"
88,35328162,199,0.0,0.0,2018-04-01 14:01:51,"{""event"":35,""sat"":9,""hdop"":1.3,""odometer"":23974778,""runtime"":""67704941"",""status"":""0000"",""adc1"":8,""adc2"":0,""adc3"":0,""battery"":2645,""power"":905,""distance"":0.0,""totalDistance"":1254375.52,""ip"":""103.228.156.52"",""motion"":false,""ignition"":false}"
89,35328164,185,0.0,0.0,2018-04-01 14:01:52,"{""event"":35,""sat"":9,""hdop"":1.1,""odometer"":17421879,""runtime"":""57176241"",""status"":""0000"",""adc1"":48,""adc2"":0,""adc3"":0,""battery"":2660,""power"":950,""distance"":0.0,""totalDistance"":4570059.58,""ip"":""103.228.156.83"",""motion"":false,""ignition"":false}"
90,35328166,8,0.0,0.0,2018-04-01 14:01:52,"{""event"":35,""sat"":9,""hdop"":0.9,""odometer"":37678445,""runtime"":""47567408"",""status"":""0200"",""adc1"":13,""adc2"":13,""adc3"":0,""battery"":2636,""power"":956,""eventData"":""00000001"",""fuel"":0.0,""distance"":0.86,""totalDistance"":1.915928878E7,""ip"":""43.245.8.32"",""motion"":false,""ignition"":false}"
91,35328167,11,0.0,0.0,2018-04-01 14:01:54,"{""event"":35,""sat"":11,""hdop"":0.8,""odometer"":123262168,""runtime"":""61999623"",""status"":""0200"",""adc1"":0,""adc2"":752,""adc3"":0,""battery"":2615,""power"":955,""eventData"":""00000001"",""fuel"":24.23,""distance"":1.46,""totalDistance"":3.618456858E7,""ip"":""43.245.8.22"",""motion"":false,""ignition"":false}"
92,35328169,33,0.0,0.0,2018-04-01 14:01:56,"{""power"":12.33,""distance"":0.0,""totalDistance"":2.755206891E7,""ip"":""103.228.156.108"",""motion"":false,""ignition"":false}"
93,35328178,194,0.0,0.0,2018-04-01 14:01:58,"{""event"":35,""sat"":7,""hdop"":1.8,""odometer"":66979163,""runtime"":""73879208"",""status"":""0000"",""adc1"":19,""adc2"":0,""adc3"":0,""battery"":2657,""power"":994,""distance"":0.0,""totalDistance"":1.48952669E7,""ip"":""43.245.8.25"",""motion"":false,""ignition"":false}"
94,35328179,182,0.0,0.0,2018-04-01 14:01:59,"{""event"":35,""sat"":10,""hdop"":1.1,""odometer"":33728764,""runtime"":""73166162"",""status"":""0000"",""adc1"":22,""adc2"":0,""adc3"":0,""battery"":2660,""power"":976,""distance"":0.0,""totalDistance"":5631159.31,""ip"":""43.245.8.10"",""motion"":false,""ignition"":false}"
95,35328182,37,0.0,0.0,2018-04-01 14:02:01,"{""power"":12.66,""distance"":0.0,""totalDistance"":2.701188953E7,""ip"":""43.245.8.112"",""motion"":false,""ignition"":false}"
96,35328185,247,0.0,0.0,2018-04-01 14:02:01,"{""status"":68,""ignition"":false,""charge"":true,""blocked"":false,""battery"":6,""rssi"":4,""distance"":0.0,""totalDistance"":3.023154885E7,""ip"":""119.160.96.217"",""motion"":false}"
97,35328186,72,0.0,0.0,2018-04-01 14:02:01,"{""power"":12.72,""distance"":0.0,""totalDistance"":1.601577531E7,""ip"":""43.245.8.103"",""motion"":false,""ignition"":false}"
98,35328188,205,0.0,0.0,2018-04-01 14:02:02,"{""event"":35,""sat"":11,""hdop"":0.7,""odometer"":253972,""runtime"":""2033605"",""status"":""0000"",""adc1"":7,""adc2"":6,""adc3"":0,""battery"":2604,""power"":957,""eventData"":""00000001"",""fuel"":0.0,""distance"":3.17,""totalDistance"":575657.19,""ip"":""119.160.96.181"",""motion"":false,""ignition"":false}"
99,35328190,283,0.0,0.0,2018-04-01 14:02:04,"{""event"":35,""sat"":11,""hdop"":0.7,""odometer"":1335655,""runtime"":""1140241"",""status"":""0000"",""adc1"":6,""adc2"":7,""adc3"":0,""battery"":2587,""power"":971,""eventData"":""00000001"",""fuel"":0.0,""distance"":0.74,""totalDistance"":2078943.0,""ip"":""103.228.156.8"",""motion"":false,""ignition"":false}"
100,35328192,52,0.0,0.0,2018-04-01 14:02:04,"{""power"":12.69,""distance"":0.0,""totalDistance"":2.459935221E7,""ip"":""43.245.8.101"",""motion"":false,""ignition"":false}"
101,35328197,198,0.0,0.0,2018-04-01 14:02:06,"{""event"":35,""sat"":11,""hdop"":0.7,""odometer"":43250034,""runtime"":""76347136"",""status"":""0000"",""adc1"":33,""adc2"":0,""adc3"":0,""battery"":2661,""power"":973,""distance"":0.0,""totalDistance"":9655096.05,""ip"":""103.228.156.86"",""motion"":false,""ignition"":false}"
102,35328199,193,0.0,0.0,2018-04-01 14:02:07,"{""event"":35,""sat"":11,""hdop"":0.7,""odometer"":58087961,""runtime"":""69393329"",""status"":""0000"",""adc1"":13,""adc2"":0,""adc3"":0,""battery"":2641,""power"":965,""distance"":0.0,""totalDistance"":1.928164892E7,""ip"":""43.245.8.15"",""motion"":false,""ignition"":false}"
103,35328204,191,0.0,0.0,2018-04-01 14:02:10,"{""event"":35,""sat"":11,""hdop"":0.7,""odometer"":26517415,""runtime"":""39377405"",""status"":""0000"",""adc1"":18,""adc2"":0,""adc3"":0,""battery"":2655,""power"":959,""distance"":0.0,""totalDistance"":1.111186483E7,""ip"":""43.245.8.23"",""motion"":false,""ignition"":false}"
104,35328207,73,0.0,0.0,2018-04-01 14:02:10,"{""power"":24.54,""distance"":0.0,""totalDistance"":1.851736511E7,""ip"":""119.160.65.70"",""motion"":false,""ignition"":false}"
105,35328208,53,0.0,0.0,2018-04-01 14:02:10,"{""event"":35,""sat"":11,""hdop"":0.7,""odometer"":9374512,""runtime"":""16405062"",""status"":""0000"",""adc1"":25,""adc2"":21,""adc3"":0,""battery"":2602,""power"":980,""eventData"":""00000001"",""fuel"":0.0,""distance"":2.92,""totalDistance"":9885467.14,""ip"":""119.160.65.150"",""motion"":false,""ignition"":false}"
106,35328209,199,0.0,0.0,2018-04-01 14:02:11,"{""event"":35,""sat"":9,""hdop"":0.7,""odometer"":23974778,""runtime"":""67704961"",""status"":""0000"",""adc1"":8,""adc2"":0,""adc3"":0,""battery"":2647,""power"":906,""distance"":0.0,""totalDistance"":1254375.52,""ip"":""103.228.156.52"",""motion"":false,""ignition"":false}"
107,35328213,8,0.0,0.0,2018-04-01 14:02:12,"{""event"":35,""sat"":9,""hdop"":1.3,""odometer"":37678445,""runtime"":""47567428"",""status"":""0200"",""adc1"":13,""adc2"":13,""adc3"":0,""battery"":2634,""power"":957,""eventData"":""00000001"",""fuel"":0.0,""distance"":1.95,""totalDistance"":1.915929073E7,""ip"":""43.245.8.32"",""motion"":false,""ignition"":false}"
108,35328217,35,0.0,0.0,2018-04-01 14:02:13,"{""power"":12.23,""distance"":0.0,""totalDistance"":3.096609154E7,""ip"":""43.245.8.110"",""motion"":false,""ignition"":false}"
109,35328220,11,0.0,0.0,2018-04-01 14:02:14,"{""event"":35,""sat"":11,""hdop"":0.9,""odometer"":123262168,""runtime"":""61999643"",""status"":""0200"",""adc1"":0,""adc2"":752,""adc3"":0,""battery"":2616,""power"":955,""eventData"":""00000001"",""fuel"":24.23,""distance"":0.3,""totalDistance"":3.618456888E7,""ip"":""43.245.8.22"",""motion"":false,""ignition"":false}"
110,35328221,62,0.0,0.0,2018-04-01 14:02:15,"{""power"":13.450000000000001,""distance"":0.0,""totalDistance"":3.332407741E7,""ip"":""43.245.8.53"",""motion"":false,""ignition"":true}"
111,35328226,74,0.0,0.0,2018-04-01 14:02:17,"{""status"":5,""ignition"":false,""charge"":true,""blocked"":false,""battery"":6,""rssi"":1,""distance"":0.0,""totalDistance"":4.541135277E7,""ip"":""119.160.65.121"",""motion"":false}"
112,35328232,188,0.0,0.0,2018-04-01 14:02:19,"{""event"":35,""sat"":10,""hdop"":0.8,""odometer"":27379147,""runtime"":""58846322"",""status"":""0000"",""adc1"":23,""adc2"":0,""adc3"":0,""battery"":2646,""power"":978,""distance"":0.0,""totalDistance"":5849132.31,""ip"":""43.245.8.41"",""motion"":false,""ignition"":false}"
113,35328233,182,0.0,0.0,2018-04-01 14:02:19,"{""event"":35,""sat"":10,""hdop"":1.3,""odometer"":33728764,""runtime"":""73166182"",""status"":""0000"",""adc1"":22,""adc2"":0,""adc3"":0,""battery"":2661,""power"":976,""distance"":0.0,""totalDistance"":5631159.31,""ip"":""43.245.8.10"",""motion"":false,""ignition"":false}"
114,35328236,271,0.0,0.0,2018-04-01 14:02:20,"{""status"":68,""ignition"":false,""charge"":true,""blocked"":false,""battery"":6,""rssi"":4,""distance"":0.0,""totalDistance"":2.478865038E7,""ip"":""119.160.65.10"",""motion"":false}"
115,35328239,283,0.0,0.0,2018-04-01 14:02:23,"{""event"":35,""sat"":11,""hdop"":0.7,""odometer"":1335655,""runtime"":""1140261"",""status"":""0000"",""adc1"":6,""adc2"":6,""adc3"":0,""battery"":2587,""power"":970,""eventData"":""00000001"",""fuel"":0.0,""distance"":0.11,""totalDistance"":2078943.11,""ip"":""103.228.156.8"",""motion"":false,""ignition"":false}"
116,35328243,198,0.0,0.0,2018-04-01 14:02:27,"{""event"":35,""sat"":11,""hdop"":0.7,""odometer"":43250034,""runtime"":""76347156"",""status"":""0000"",""adc1"":33,""adc2"":0,""adc3"":0,""battery"":2663,""power"":973,""distance"":0.0,""totalDistance"":9655096.05,""ip"":""103.228.156.86"",""motion"":false,""ignition"":false}"
117,35328246,28,0.0,0.0,2018-04-01 14:02:28,"{""power"":12.55,""distance"":0.0,""totalDistance"":2.988315131E7,""ip"":""43.245.8.27"",""motion"":false,""ignition"":false}"
118,35328247,24,0.0,0.0,2018-04-01 14:02:28,"{""power"":12.66,""distance"":0.0,""totalDistance"":1.914308881E7,""ip"":""43.245.8.84"",""motion"":false,""ignition"":false}"
119,35328249,189,0.0,0.0,2018-04-01 14:02:28,"{""event"":35,""sat"":0,""hdop"":2.0,""odometer"":36418859,""runtime"":""67408815"",""status"":""0000"",""adc1"":16,""adc2"":0,""adc3"":0,""battery"":2665,""power"":983,""distance"":0.0,""totalDistance"":5767612.05,""ip"":""103.228.156.106"",""motion"":false,""ignition"":true}"
120,35328255,35,0.0,0.0,2018-04-01 14:02:30,"{""status"":0,""ignition"":false,""charge"":false,""blocked"":false,""battery"":6,""rssi"":4,""distance"":0.0,""totalDistance"":3.096609154E7,""ip"":""43.245.8.110"",""motion"":false}"
121,35328257,191,0.0,0.0,2018-04-01 14:02:30,"{""event"":35,""sat"":10,""hdop"":0.7,""odometer"":26517415,""runtime"":""39377425"",""status"":""0000"",""adc1"":18,""adc2"":0,""adc3"":0,""battery"":2655,""power"":959,""distance"":0.0,""totalDistance"":1.111186483E7,""ip"":""43.245.8.23"",""motion"":false,""ignition"":false}"
122,35328261,199,0.0,0.0,2018-04-01 14:02:32,"{""event"":35,""sat"":10,""hdop"":0.7,""odometer"":23974778,""runtime"":""67704981"",""status"":""0000"",""adc1"":8,""adc2"":0,""adc3"":0,""battery"":2646,""power"":906,""distance"":0.0,""totalDistance"":1254375.52,""ip"":""103.228.156.52"",""motion"":false,""ignition"":false}"
123,35328262,8,0.0,0.0,2018-04-01 14:02:32,"{""event"":35,""sat"":9,""hdop"":0.9,""odometer"":37678445,""runtime"":""47567448"",""status"":""0200"",""adc1"":15,""adc2"":13,""adc3"":0,""battery"":2635,""power"":956,""eventData"":""00000001"",""fuel"":0.0,""distance"":1.78,""totalDistance"":1.915929251E7,""ip"":""43.245.8.32"",""motion"":false,""ignition"":false}"
124,35328263,20,0.0,0.0,2018-04-01 14:02:33,"{""power"":12.61,""distance"":0.0,""totalDistance"":1.362913552E7,""ip"":""43.245.8.115"",""motion"":false,""ignition"":false}"
125,35328265,11,0.0,0.0,2018-04-01 14:02:34,"{""event"":35,""sat"":10,""hdop"":0.9,""odometer"":123262168,""runtime"":""61999663"",""status"":""0200"",""adc1"":0,""adc2"":752,""adc3"":0,""battery"":2616,""power"":955,""eventData"":""00000001"",""fuel"":24.23,""distance"":1.11,""totalDistance"":3.618456999E7,""ip"":""43.245.8.22"",""motion"":false,""ignition"":false}"
126,35328266,45,0.0,0.0,2018-04-01 14:02:35,"{""power"":12.89,""distance"":0.0,""totalDistance"":2.112244976E7,""ip"":""43.245.8.102"",""motion"":false,""ignition"":false}"
127,35328272,190,0.0,0.0,2018-04-01 14:02:37,"{""event"":35,""sat"":10,""hdop"":0.7,""odometer"":95995663,""runtime"":""74099662"",""status"":""0000"",""adc1"":10,""adc2"":0,""adc3"":0,""battery"":2619,""power"":991,""distance"":0.0,""totalDistance"":1.231472053E7,""ip"":""43.245.8.52"",""motion"":false,""ignition"":false}"
128,35328280,182,0.0,0.0,2018-04-01 14:02:39,"{""event"":35,""sat"":9,""hdop"":1.3,""odometer"":33728764,""runtime"":""73166202"",""status"":""0000"",""adc1"":22,""adc2"":0,""adc3"":0,""battery"":2660,""power"":976,""distance"":0.0,""totalDistance"":5631159.31,""ip"":""43.245.8.10"",""motion"":false,""ignition"":false}"
129,35328290,283,0.0,0.0,2018-04-01 14:02:43,"{""event"":35,""sat"":11,""hdop"":0.7,""odometer"":1335655,""runtime"":""1140281"",""status"":""0000"",""adc1"":6,""adc2"":6,""adc3"":0,""battery"":2586,""power"":971,""eventData"":""00000001"",""fuel"":0.0,""distance"":0.31,""totalDistance"":2078943.42,""ip"":""103.228.156.8"",""motion"":false,""ignition"":false}"
130,35328293,49,0.0,0.0,2018-04-01 14:02:46,"{""power"":12.77,""distance"":0.0,""totalDistance"":9881271.26,""ip"":""119.160.65.165"",""motion"":false,""ignition"":false}"
131,35328295,200,0.0,0.0,2018-04-01 14:02:46,"{""event"":35,""sat"":0,""hdop"":0.0,""odometer"":44007438,""runtime"":""74057358"",""status"":""0000"",""adc1"":8,""adc2"":0,""adc3"":0,""battery"":2629,""power"":939,""distance"":131.13,""totalDistance"":6103836.58,""ip"":""43.245.8.60"",""motion"":false,""ignition"":true}"
132,35328298,198,0.0,0.0,2018-04-01 14:02:47,"{""event"":35,""sat"":11,""hdop"":0.7,""odometer"":43250034,""runtime"":""76347176"",""status"":""0000"",""adc1"":33,""adc2"":0,""adc3"":0,""battery"":2662,""power"":972,""distance"":0.0,""totalDistance"":9655096.05,""ip"":""103.228.156.86"",""motion"":false,""ignition"":false}"
133,35328301,74,0.0,0.0,2018-04-01 14:02:48,"{""power"":12.66,""distance"":0.0,""totalDistance"":4.541135277E7,""ip"":""119.160.65.121"",""motion"":false,""ignition"":false}"
134,35328309,191,0.0,0.0,2018-04-01 14:02:49,"{""event"":35,""sat"":10,""hdop"":0.8,""odometer"":26517415,""runtime"":""39377445"",""status"":""0000"",""adc1"":18,""adc2"":0,""adc3"":0,""battery"":2654,""power"":959,""distance"":0.0,""totalDistance"":1.111186483E7,""ip"":""43.245.8.23"",""motion"":false,""ignition"":false}"
135,35328311,199,0.0,0.0,2018-04-01 14:02:52,"{""event"":35,""sat"":11,""hdop"":0.7,""odometer"":23974778,""runtime"":""67705001"",""status"":""0000"",""adc1"":8,""adc2"":0,""adc3"":0,""battery"":2646,""power"":906,""distance"":0.0,""totalDistance"":1254375.52,""ip"":""103.228.156.52"",""motion"":false,""ignition"":false}"
136,35328313,8,0.0,0.0,2018-04-01 14:02:52,"{""event"":35,""sat"":9,""hdop"":0.9,""odometer"":37678445,""runtime"":""47567468"",""status"":""0200"",""adc1"":13,""adc2"":13,""adc3"":0,""battery"":2637,""power"":957,""eventData"":""00000001"",""fuel"":0.0,""distance"":1.89,""totalDistance"":1.91592944E7,""ip"":""43.245.8.32"",""motion"":false,""ignition"":false}"
137,35328314,185,0.0,0.0,2018-04-01 14:02:53,"{""event"":35,""sat"":9,""hdop"":1.1,""odometer"":17421879,""runtime"":""57176301"",""status"":""0000"",""adc1"":49,""adc2"":0,""adc3"":0,""battery"":2661,""power"":950,""distance"":0.0,""totalDistance"":4570059.58,""ip"":""103.228.156.83"",""motion"":false,""ignition"":false}"
138,35328315,11,0.0,0.0,2018-04-01 14:02:54,"{""event"":35,""sat"":10,""hdop"":0.8,""odometer"":123262168,""runtime"":""61999683"",""status"":""0200"",""adc1"":0,""adc2"":752,""adc3"":0,""battery"":2614,""power"":955,""eventData"":""00000001"",""fuel"":24.23,""distance"":1.52,""totalDistance"":3.618457151E7,""ip"":""43.245.8.22"",""motion"":false,""ignition"":false}"
139,35328316,33,0.0,0.0,2018-04-01 14:02:56,"{""power"":12.33,""distance"":0.0,""totalDistance"":2.755206891E7,""ip"":""103.228.156.108"",""motion"":false,""ignition"":false}"
140,35328325,194,0.0,0.0,2018-04-01 14:02:59,"{""event"":35,""sat"":7,""hdop"":0.9,""odometer"":66979163,""runtime"":""73879268"",""status"":""0000"",""adc1"":19,""adc2"":0,""adc3"":0,""battery"":2656,""power"":994,""distance"":0.0,""totalDistance"":1.48952669E7,""ip"":""43.245.8.25"",""motion"":false,""ignition"":false}"
141,35328328,182,0.0,0.0,2018-04-01 14:03:00,"{""event"":35,""sat"":10,""hdop"":1.3,""odometer"":33728764,""runtime"":""73166222"",""status"":""0000"",""adc1"":22,""adc2"":0,""adc3"":0,""battery"":2662,""power"":976,""distance"":0.0,""totalDistance"":5631159.31,""ip"":""43.245.8.10"",""motion"":false,""ignition"":false}"
142,35328329,37,0.0,0.0,2018-04-01 14:03:00,"{""power"":12.66,""distance"":0.0,""totalDistance"":2.701188953E7,""ip"":""43.245.8.112"",""motion"":false,""ignition"":false}"
143,35328331,72,0.0,0.0,2018-04-01 14:03:01,"{""power"":12.72,""distance"":0.0,""totalDistance"":1.601577531E7,""ip"":""43.245.8.103"",""motion"":false,""ignition"":false}"
144,35328333,205,0.0,0.0,2018-04-01 14:03:02,"{""event"":35,""sat"":11,""hdop"":0.7,""odometer"":253972,""runtime"":""2033665"",""status"":""0000"",""adc1"":6,""adc2"":6,""adc3"":0,""battery"":2604,""power"":957,""eventData"":""00000001"",""fuel"":0.0,""distance"":2.16,""totalDistance"":575659.35,""ip"":""119.160.96.181"",""motion"":false,""ignition"":false}"
145,35328334,283,0.0,0.0,2018-04-01 14:03:03,"{""event"":35,""sat"":10,""hdop"":1.2,""odometer"":1335655,""runtime"":""1140301"",""status"":""0000"",""adc1"":6,""adc2"":6,""adc3"":0,""battery"":2585,""power"":970,""eventData"":""00000001"",""fuel"":0.0,""distance"":0.1,""totalDistance"":2078943.52,""ip"":""103.228.156.8"",""motion"":false,""ignition"":false}"
146,35328335,52,0.0,0.0,2018-04-01 14:03:04,"{""power"":12.66,""distance"":0.0,""totalDistance"":2.459935221E7,""ip"":""43.245.8.101"",""motion"":false,""ignition"":false}"
147,35328340,73,0.0,0.0,2018-04-01 14:03:06,"{""status"":5,""ignition"":false,""charge"":true,""blocked"":false,""battery"":6,""rssi"":4,""distance"":0.0,""totalDistance"":1.851736511E7,""ip"":""119.160.65.70"",""motion"":false}"
148,35328343,198,0.0,0.0,2018-04-01 14:03:07,"{""event"":35,""sat"":11,""hdop"":0.7,""odometer"":43250034,""runtime"":""76347196"",""status"":""0000"",""adc1"":33,""adc2"":0,""adc3"":0,""battery"":2662,""power"":972,""distance"":0.0,""totalDistance"":9655096.05,""ip"":""103.228.156.86"",""motion"":false,""ignition"":false}"
149,35328346,193,0.0,0.0,2018-04-01 14:03:08,"{""event"":35,""sat"":9,""hdop"":1.1,""odometer"":58087961,""runtime"":""69393389"",""status"":""0000"",""adc1"":13,""adc2"":0,""adc3"":0,""battery"":2641,""power"":965,""distance"":0.0,""totalDistance"":1.928164892E7,""ip"":""43.245.8.15"",""motion"":false,""ignition"":false}"
